,pid,country_code,country,region,income group,scraped_date,model_en,price2,price_local_currency,Currency CodeA,X,USD_Normalized,USD_Normalized_MEAN
285,8,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch SE,1349,1349.0,PLN,4.051000118255615,333.0041867737312,516.7330666944279
286,9,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch Series 3,999,999.0,PLN,4.051000118255615,246.60576915267416,516.7330666944279
287,10,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Sport Band,199,199.0,PLN,4.051000118255615,49.12367173311527,516.7330666944279
288,11,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad,1699,1699.0,PLN,4.051000118255615,419.40260439478817,516.7330666944279
289,12,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad Pro,3899,3899.0,PLN,4.051000118255615,962.4783722985751,516.7330666944279
290,13,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Pencil (2nd generation),619,619.0,PLN,4.051000118255615,152.8017728783837,516.7330666944279
291,14,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,24-inch iMac,6799,6799.0,PLN,4.051000118255615,1678.350975444476,516.7330666944279
292,15,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,MacBook Air,5199,5199.0,PLN,4.051000118255615,1283.3867806053584,516.7330666944279
293,16,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Magic Mouse,399,399.0,PLN,4.051000118255615,98.494196088005,516.7330666944279
294,1,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPhone SE,39990.,39990.0,RUB,74.90879821777344,533.8491732805782,528.9098335928109
295,2,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPhone 12,54990.,54990.0,RUB,74.90879821777344,734.0926741360089,528.9098335928109
296,4,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,AirPods Pro,24990.,24990.0,RUB,74.90879821777344,333.60567242514753,528.9098335928109
297,5,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,AirPods(2nd generation),12490.,12490.0,RUB,74.90879821777344,166.7360883789553,528.9098335928109
298,7,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple TV 4K,16990.,16990.0,RUB,74.90879821777344,226.8091386355845,528.9098335928109
299,9,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Watch SE,24990.,24990.0,RUB,74.90879821777344,333.60567242514753,528.9098335928109
300,10,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Watch Series 3,17990.,17990.0,RUB,74.90879821777344,240.15870535927988,528.9098335928109
301,11,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Sport Band,3900.,3900.0,RUB,74.90879821777344,52.06331022241198,528.9098335928109
302,12,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPad,30990.,30990.0,RUB,74.90879821777344,413.7030727673198,528.9098335928109
303,13,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPad Pro,77990.,77990.0,RUB,74.90879821777344,1041.1327087810025,528.9098335928109
304,14,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Pencil (2nd generation),11490.,11490.0,RUB,74.90879821777344,153.3865216552599,528.9098335928109
305,15,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,24-inch iMac,129990.,129990.0,RUB,74.90879821777344,1735.3101784131622,528.9098335928109
306,16,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,MacBook Air,99990.,99990.0,RUB,74.90879821777344,1334.823176702301,528.9098335928109
307,17,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Magic Mouse,7900.,7900.0,RUB,74.90879821777344,105.4615771171935,528.9098335928109
308,1,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone SE,5075,5075.0,SEK,9.08942985534668,558.3408509406925,547.0247239124785
309,2,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone 12,7395,7395.0,SEK,9.08942985534668,813.5823827992947,547.0247239124785
310,4,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods Pro,3195,3195.0,SEK,9.08942985534668,351.50719581389404,547.0247239124785
311,5,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods(2nd generation),1595,1595.0,SEK,9.08942985534668,175.47855315278906,547.0247239124785
312,7,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple TV 4K,1995,1995.0,SEK,9.08942985534668,219.4857138180653,547.0247239124785
313,8,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch SE,3195,3195.0,SEK,9.08942985534668,351.50719581389404,547.0247239124785
314,9,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch Series 3,2295,2295.0,SEK,9.08942985534668,252.49108431702248,547.0247239124785
315,10,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Sport Band,495,495.0,SEK,9.08942985534668,54.45886132327936,547.0247239124785
316,11,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad,3995,3995.0,SEK,9.08942985534668,439.52151714444653,547.0247239124785
317,12,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad Pro,9495,9495.0,SEK,9.08942985534668,1044.619976291995,547.0247239124785
318,13,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Pencil (2nd generation),1495,1495.0,SEK,9.08942985534668,164.47676298647,547.0247239124785
319,14,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,24-inch iMac,15995,15995.0,SEK,9.08942985534668,1759.736337102734,547.0247239124785
320,15,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,MacBook Air,12495,12495.0,SEK,9.08942985534668,1374.6736812815668,547.0247239124785
321,16,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Magic Mouse,895,895.0,SEK,9.08942985534668,98.46602198855561,547.0247239124785
322,1,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone SE,"14,900",14900.0,THB,33.29800033569336,447.4743182709425,424.65441511770047
323,2,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone 12,"21,900",21900.0,THB,33.29800033569336,657.6971523579624,424.65441511770047
324,4,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods Pro,"8,992",8992.0,THB,33.29800033569336,270.04624630149766,424.65441511770047
325,5,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods(2nd generation),"4,990",4990.0,THB,33.29800033569336,149.85884887060422,424.65441511770047
326,7,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple TV 4K,"6,700",6700.0,THB,33.29800033569336,201.2132840547191,424.65441511770047
327,8,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch SE,"9,900",9900.0,THB,33.29800033569336,297.3151510659282,424.65441511770047
328,9,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch Series 3,"6,900",6900.0,THB,33.29800033569336,207.21965074291967,424.65441511770047
329,10,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Sport Band,"1,600",1600.0,THB,33.29800033569336,48.05093350560456,424.65441511770047
330,11,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad,"11,400",11400.0,THB,33.29800033569336,342.36290122743253,424.65441511770047
331,12,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad Pro,"27,900",27900.0,THB,33.29800033569336,837.8881530039796,424.65441511770047
332,13,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Pencil (2nd generation),"4,490",4490.0,THB,33.29800033569336,134.8429321501028,424.65441511770047
333,14,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,24-inch iMac,"42,900",42900.0,THB,33.29800033569336,1288.3656546190223,424.65441511770047
334,15,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,MacBook Air,"32,900",32900.0,THB,33.29800033569336,988.0473202089938,424.65441511770047
335,16,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Magic Mouse,"2,490",2490.0,THB,33.29800033569336,74.7792652680971,424.65441511770047
336,1,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone SE,399,399.0,USD,1.0,399.0,408.2857142857143
337,2,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone 12,599,599.0,USD,1.0,599.0,408.2857142857143
338,4,US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods Pro,249,249.0,USD,1.0,249.0,408.2857142857143
339,5,US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods(2nd generation),129,129.0,USD,1.0,129.0,408.2857142857143
340,7,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple TV 4K,179.00,179.0,USD,1.0,179.0,408.2857142857143
341,8,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch SE,279,279.0,USD,1.0,279.0,408.2857142857143
342,9,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch Series 3,199,199.0,USD,1.0,199.0,408.2857142857143
343,10,US,United States,North America,High income,2022-01-02 21:52:47.021744,Sport Band,49,49.0,USD,1.0,49.0,408.2857142857143
344,11,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad,329,329.0,USD,1.0,329.0,408.2857142857143
345,12,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad Pro,799,799.0,USD,1.0,799.0,408.2857142857143
346,13,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Pencil (2nd generation),129,129.0,USD,1.0,129.0,408.2857142857143
347,14,US,United States,North America,High income,2022-01-02 21:52:47.021744,24-inch iMac,1299,1299.0,USD,1.0,1299.0,408.2857142857143
348,15,US,United States,North America,High income,2022-01-02 21:52:47.021744,MacBook Air,999,999.0,USD,1.0,999.0,408.2857142857143
349,16,US,United States,North America,High income,2022-01-02 21:52:47.021744,Magic Mouse,79,79.0,USD,1.0,79.0,408.2857142857143
